/media/external/ahuang/face_in_the_wild/lsvd/Surprise/241_00_00_07.20_00_00_08.70.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/416_00_00_07.60_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/461_00_00_07.13_00_00_08.13.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/810_00_00_07.50_00_00_08.40.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/542_00_00_07.50_00_00_08.30.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/313_00_00_07.20_00_00_08.36.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/369_00_00_07.50_00_00_08.24.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/384_00_00_07.20_00_00_08.16.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/762_00_00_07.50_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/455_00_00_07.32_00_00_08.30.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/505_00_00_07.32_00_00_08.20.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/155_00_00_07.32_00_00_08.40.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/597_00_00_07.50_00_00_08.20.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/813_00_00_07.50_00_00_09.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/715_00_00_07.50_00_00_08.40.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/709_00_00_07.72_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/297_00_00_07.50_00_00_08.20.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/735_00_00_07.00_00_00_08.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/606_00_00_07.30_00_00_08.80.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/143_00_00_07.62_00_00_08.65.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/499_00_00_07.00_00_00_08.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/730_00_00_07.50_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/409_00_00_07.50_00_00_08.20.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/708_00_00_07.95_00_00_08.78.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/747_00_00_08.40_00_00_09.08.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/212_00_00_06.50_00_00_08.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/732_00_00_07.41_00_00_08.43.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/621_00_00_04.00_00_00_05.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/682_00_00_07.40_00_00_08.20.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/182_00_00_06.70_00_00_08.04.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/371_00_00_07.72_00_00_09.22.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/113_00_00_07.50_00_00_09.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/692_00_00_08.00_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/769_00_00_07.50_00_00_09.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/663_00_00_07.00_00_00_08.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/436_00_00_07.50_00_00_08.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/486_00_00_08.20_00_00_08.79.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/333_00_00_08.70_00_00_09.55.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/296_00_00_07.50_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/185_00_00_07.35_00_00_08.30.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/479_00_00_07.59_00_00_08.70.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/733_00_00_07.50_00_00_08.40.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/8_00_00_04.50_00_00_05.87.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/767_00_00_09.30_00_00_11.63.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/560_00_00_07.20_00_00_08.20.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/463_00_00_07.40_00_00_08.00.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/755_00_00_07.50_00_00_08.48.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/172_00_00_06.62_00_00_07.96.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/278_00_00_07.30_00_00_08.54.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/613_00_00_07.40_00_00_08.80.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/754_00_00_07.32_00_00_08.85.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/617_00_00_07.50_00_00_08.50.mp4,6
/media/external/ahuang/face_in_the_wild/lsvd/Surprise/334_00_00_07.50_00_00_08.60.mp4,6
